URL,Hotel Name,Region
https://www.airbnb.com/rooms/909222602655474986?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-20&check_out=2025-03-25&children=0&infants=0&pets=0&photo_id=1671133126&source_impression_id=p3_1740886266_P3UiWfDD0QFExI_k&previous_page_section_name=1000,Room private bathroom Piramide Guest House,Rome
https://www.airbnb.com/rooms/701901598970565633?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-17&check_out=2025-03-22&children=0&infants=0&pets=0&photo_id=1478209916&source_impression_id=p3_1740886266_P34nxzXDFg2KPk6e&previous_page_section_name=1000,Spacious quiet 'Sundari' room near the Colosseum,Rome
https://www.airbnb.com/rooms/9576861?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-30&check_out=2025-04-04&children=0&infants=0&pets=0&photo_id=104059216&source_impression_id=p3_1740886266_P3uyodNqtjrj7rda&previous_page_section_name=1000,Rose in Rome - Wood Double Room,Rome
https://www.airbnb.com/rooms/53394311?search_mode=regular_search&adults=1&check_in=2025-03-03&check_out=2025-03-08&children=0&infants=0&pets=0&source_impression_id=p3_1740886266_P3Mi0H0REZZILSKw&previous_page_section_name=1000,City Center Two-Roomed Flat - Termini/Aquarium,Rome
https://www.airbnb.com/rooms/1363014121073581267?search_mode=regular_search&adults=1&check_in=2025-03-03&check_out=2025-03-08&children=0&infants=0&pets=0&source_impression_id=p3_1740886266_P3awZwlpdhDaVXTr&previous_page_section_name=1000,Magenta Terrione 2,Rome
https://www.airbnb.com/rooms/44467861?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-05-24&check_out=2025-05-29&children=0&infants=0&pets=0&photo_id=1045388796&source_impression_id=p3_1740886266_P3XSkq0AXr-e0S3P&previous_page_section_name=1000,A quiet single room,Rome
https://www.airbnb.com/rooms/1056425275677636419?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-08&check_out=2025-07-13&children=0&infants=0&pets=0&photo_id=1809293179&source_impression_id=p3_1740886271_P355Od7xoMJxoVlt&previous_page_section_name=1000,Room 5 minutes from metro,Rome
https://www.airbnb.com/rooms/3677589?search_mode=regular_search&adults=1&check_in=2025-11-06&check_out=2025-11-11&children=0&infants=0&pets=0&source_impression_id=p3_1740886271_P3PlwtQVuRGU6Z7V&previous_page_section_name=1000,B&B A PORTA CASTELLO - Trevi Room,Rome
https://www.airbnb.com/rooms/1350674120344789133?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-10&check_out=2025-03-15&children=0&infants=0&pets=0&photo_id=2085171916&source_impression_id=p3_1740886271_P3iGGEEIYJWif2fB&previous_page_section_name=1000,"SONUS Colosseum | ""Electronic Vibes"" Ensuite Room",Rome
https://www.airbnb.com/rooms/614112830109548994?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-06-06&check_out=2025-06-11&children=0&infants=0&pets=0&photo_id=1913387255&source_impression_id=p3_1740886271_P3gJ6nXGxkXFh_Np&previous_page_section_name=1000,"Piazza Mazzini , Suite 1 .",Rome
https://www.airbnb.com/rooms/969397514475562025?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-08-07&check_out=2025-08-12&children=0&infants=0&pets=0&photo_id=1995982463&source_impression_id=p3_1740886271_P31BWEQueV1deLh5&previous_page_section_name=1000,Saiana’s Home,Rome
https://www.airbnb.com/rooms/10275643?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-18&check_out=2025-04-23&children=0&infants=0&pets=0&photo_id=138439651&source_impression_id=p3_1740886271_P3YZtSuorhTzr71s&previous_page_section_name=1000,Rooms near Vatican Museum,Rome
https://www.airbnb.com/rooms/12786585?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-19&check_out=2025-03-24&children=0&infants=0&pets=0&photo_id=149688780&source_impression_id=p3_1740886271_P3VIMPPLNlygfut9&previous_page_section_name=1000,"Private bedroom ""Cinque""",Rome
https://www.airbnb.com/rooms/13068409?search_mode=regular_search&adults=1&check_in=2025-03-03&check_out=2025-03-08&children=0&infants=0&pets=0&source_impression_id=p3_1740886271_P3Gsrgs7UbpXBNP2&previous_page_section_name=1000,"Casa d' artist: ""Margot""",Rome
https://www.airbnb.com/rooms/8589875?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1740886271_P3JeXpmBMa1uZ2Sy&previous_page_section_name=1000,A stone throw from the Colosseum -2,Rome
https://www.airbnb.com/rooms/947075910872670158?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1740886271_P3MgJQibsL6tXYlN&previous_page_section_name=1000,Apartment with a nice view!,Rome
https://www.airbnb.com/rooms/40650693?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-15&check_out=2025-03-20&children=0&infants=0&pets=0&photo_id=1035664201&source_impression_id=p3_1740886271_P3DwRbzW1FljMEV3&previous_page_section_name=1000,Delightful Double Termini with Balcony Roma Centro,Rome
https://www.airbnb.com/rooms/34525419?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&photo_id=1248354698&source_impression_id=p3_1740886271_P3d7TtPjFCMd_32p&previous_page_section_name=1000,Luxurious Quadrupla Suite between Monti and Quirinale,Rome
https://www.airbnb.com/rooms/1160002985985088026?search_mode=regular_search&adults=1&check_in=2025-03-03&check_out=2025-03-08&children=0&infants=0&pets=0&source_impression_id=p3_1740886271_P3zZojYF8tGbMsXr&previous_page_section_name=1000,NoxRomana | Vatican Modern and Stylish,Rome
https://www.airbnb.com/rooms/836902292381512899?search_mode=regular_search&adults=1&check_in=2025-03-02&check_out=2025-03-07&children=0&infants=0&pets=0&source_impression_id=p3_1740886271_P3Vre4VtGZ1DMJCO&previous_page_section_name=1000,Fortuna Luxury Piazza del Popolo,Rome
https://www.airbnb.com/rooms/710249673612656609?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-17&check_out=2025-03-22&children=0&infants=0&pets=0&photo_id=1603091643&source_impression_id=p3_1740886271_P3xy2kBAeNBwERy9&previous_page_section_name=1000,Cozy Roman Home in the Heart of Rome,Rome
https://www.airbnb.com/rooms/31706028?search_mode=regular_search&adults=1&check_in=2025-06-30&check_out=2025-07-05&children=0&infants=0&pets=0&source_impression_id=p3_1740886271_P3GEerCVE0G056b1&previous_page_section_name=1000,Elle's Rooms - Esquiline - Double - 104,Rome
https://www.airbnb.com/rooms/54049813?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&photo_id=1987483562&source_impression_id=p3_1740886271_P3K984kbOlBwPDEZ&previous_page_section_name=1000,THE CACTUS B&B: PRIVATE ROOM IN THE MEADOWS AREA,Rome
https://www.airbnb.com/rooms/1179004432877116209?search_mode=regular_search&adults=1&check_in=2025-03-02&check_out=2025-03-07&children=0&infants=0&pets=0&source_impression_id=p3_1740886271_P3xnHg-eJtkmf3zW&previous_page_section_name=1000,[Strategic Location] 5 min to Metro Termini A & B,Rome
https://www.airbnb.com/rooms/922338910142589210?search_mode=regular_search&adults=1&check_in=2025-03-06&check_out=2025-03-11&children=0&infants=0&pets=0&source_impression_id=p3_1740886276_P3FXPU-Pk0mQkmt6&previous_page_section_name=1000,Super Bright rooms at metro Castro Pretorio,Rome
